id,Cell,CellType,Date,Drug,DrugTime,Episode,EpisodeNum,FileSizeBytes,NumSpikes,NumSpikesAfter,RMP,StimDescription,StimDuration,Stimulus,SweepWindow,TotalSpikes,WCTime,Comment,count
88937,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1276.46,S1.E15,15,2401670,31,180,-69.3547,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,4200];",2000,[2000. 4000.  150.],40000,211,1308.2,,22
88938,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1362.57,S1.E16,16,2401670,30,117,-68.5375,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,4500];",2000,[2000. 4000.  150.],40000,147,1394.31,,22
88939,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1512.34,S1.E17,17,2401670,32,157,-71.1664,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,5000];",2000,[2000. 4000.  150.],40000,189,1544.08,,22
88940,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1594.81,S1.E18,18,2401670,30,122,-69.3502,,2000,[2000. 4000.  150.],40000,152,1626.55,,22
88941,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1743.43,S1.E19,19,2401670,32,158,-68.2789,,2000,[2000. 4000.  150.],40000,190,1775.17,,22
88942,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1880.7,S1.E20,20,2401670,31,137,-72.4152,,2000,[2000. 4000.  150.],40000,168,1912.44,,22
88944,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2062.02,S1.E22,22,2401670,31,144,-72.2958,,2000,[2000. 4000.  150.],40000,175,2093.76,,22
88946,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2208.57,S1.E24,24,2401670,30,139,-70.1805,,2000,[2000. 4000.  150.],40000,169,2240.31,,22
88947,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2321.54,S1.E25,25,2401670,30,129,-71.192,,2000,[2000. 4000.  150.],40000,159,2353.27,,22
88948,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2473.89,S1.E26,26,2401669,32,162,-69.684,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,5000];",2000,[2000. 4000.  150.],40000,194,2505.63,,22
88949,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2584.2,S1.E27,27,2401670,29,128,-70.1568,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,4500];",2000,[2000. 4000.  150.],40000,157,2615.94,,22
88950,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2696.21,S1.E28,28,2401670,30,129,-70.2705,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,4200];",2000,[2000. 4000.  150.],40000,159,2727.95,,22
88951,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2863.43,S1.E29,29,2401669,31,149,-70.9544,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];",2000,[2000. 4000.  150.],40000,180,2895.17,,22
88952,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2987.32,S1.E30,30,2401669,30,147,-70.637,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,4200];",2000,[2000. 4000.  150.],40000,177,3019.05,,22
89064,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,655.4689999999999,S65.E50,50,5001747,10,14,-69.0509,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],50000,24,4435.36,,24
89071,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,974.59,S65.E57,57,2501748,25,97,-69.4548,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,122,4754.48,,24
89072,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,1108.92,S65.E58,58,2501747,31,56,-70.2748,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,87,4888.82,,24
89073,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,1261.89,S65.E59,59,2501747,29,65,-70.8371,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,94,5041.79,,24
89074,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,1365.77,S65.E60,60,2501747,30,58,-70.9486,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,88,5145.67,,24
89075,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,1600.24,S65.E61,61,2501747,29,120,-69.9921,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,149,5380.14,,24
89076,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,1746.52,S65.E62,62,2501747,32,12,-68.6323,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,44,5526.42,,24
89077,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,1840.77,S65.E63,63,2501747,30,59,-70.5745,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,89,5620.67,,24
89078,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,1936.31,S65.E64,64,2501747,29,47,-70.0475,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,76,5716.21,,24
89079,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,2102.67,S65.E65,65,2501747,30,29,-69.551,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,59,5882.57,,24
89080,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,2281.49,S65.E66,66,2501747,26,69,-68.498,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,95,6061.39,,24
89081,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,2394.67,S65.E67,67,2501747,27,36,-71.482,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,63,6174.57,,24
89082,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,2578.63,S65.E68,68,2501747,30,46,-68.5985,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,76,6358.53,,24
89083,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,2771.29,S65.E69,69,2501747,30,120,-69.8894,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,150,6551.19,,24
89084,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,2982.92,S65.E70,70,2501747,34,38,-69.2339,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,72,6762.82,,24
89085,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,3125.29,S65.E71,71,2501747,31,116,-70.4802,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,147,6905.19,,24
89087,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,3544.16,S65.E73,73,2501747,31,32,-69.7445,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,63,7324.05,,24
89088,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,3675.68,S65.E74,74,2501747,32,28,-68.8433,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,60,7455.58,,24
89090,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,4029.98,S65.E76,76,2501747,30,21,-70.0051,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,51,7809.88,,24
89091,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,4174.48,S65.E77,77,2501747,32,22,-69.1149,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,54,7954.37,,24
89092,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,4324.77,S65.E78,78,2501747,33,28,-69.5737,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,61,8104.66,,24
89094,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,4838.59,S65.E80,80,2501747,31,33,-69.5345,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,64,8618.49,,24
89095,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,5225.53,S65.E81,81,2501747,33,90,-69.1233,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20900.0ms",2000,[2000. 4000.  200.],25000,123,9005.42,,24
89098,Neocortex A.29Nov18,TeA,11/29/2018,2uM CCh + 2/3uM ML297,6111.34,S65.E84,84,2501747,33,2979,-68.8344,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,3005,9891.23,,24
89177,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,280.457,S1.E4,4,2501744,29,51,-69.5051,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,80,372.61699999999996,,20
89179,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,457.301,S1.E6,6,2501744,29,62,-70.2777,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,91,549.461,,20
89181,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,770.418,S1.E8,8,2501744,28,74,-69.2049,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,102,862.578,,20
89185,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,1230.17,S1.E12,12,2501744,28,83,-69.6373,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,111,1322.33,,20
89194,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,2204.68,S1.E21,21,2501745,29,97,-69.363,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,126,2296.84,,20
89198,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,2724.68,S1.E25,25,2501745,33,126,-70.7644,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,159,2816.84,,20
89207,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,3662.88,S1.E34,34,2501745,28,50,-69.4932,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,78,3755.04,,20
89208,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,3784.44,S1.E35,35,2501745,28,93,-69.3805,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,121,3876.6,,20
89209,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,3890.99,S1.E36,36,2501745,29,24,-69.794,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,53,3983.15,,20
89211,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,4026.0,S1.E38,38,2501745,28,14,-68.6072,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,42,4118.16,,20
89213,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,4252.97,S1.E40,40,2501745,30,96,-68.8236,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 5800.0ms",2000,[2000. 4000.  200.],25000,126,4345.13,,20
89214,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,4368.22,S1.E41,41,2501745,30,89,-69.4702,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 5800.0ms",2000,[2000. 4000.  200.],25000,119,4460.38,,20
89215,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,4454.59,S1.E42,42,2501745,29,98,-69.0121,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,127,4546.75,,20
89216,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,4507.82,S1.E43,43,2501745,30,38,-69.1392,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,68,4599.98,,20
89219,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,4703.81,S1.E46,46,2501745,29,34,-68.5473,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,63,4795.97,,20
89222,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,4850.18,S2.E1,1,2501743,29,85,-68.6528,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,114,4942.34,,20
89236,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,5964.19,S2.E15,15,2501745,33,37,-69.0353,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,70,6056.35,,20
89240,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,6275.99,S3.E1,1,2501743,32,77,-69.4418,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,109,6368.15,,20
89244,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,6676.84,S3.E5,5,2501743,34,22,-70.0861,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,56,6769.0,,20
89251,Neocortex H.30Nov18,TeA,11/30/2018,2uM CCh + 2/3uM ML297,7555.1,S4.E4,4,2501743,32,58,-68.4771,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,90,7647.26,,20
89300,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,659.4689999999999,S1.E7,7,2501742,22,79,-70.0793,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,101,695.3789999999999,,26
89301,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,803.57,S1.E8,8,2501742,26,36,-70.6121,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,62,839.48,,26
89308,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,1449.94,S1.E15,15,2501745,24,107,-70.1275,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,131,1485.85,,26
89312,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,1696.98,S1.E19,19,2501745,25,11,-70.9879,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,36,1732.89,,26
89313,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,1789.09,S1.E20,20,2501745,25,13,-71.7933,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,38,1825.0,,26
89316,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,1959.61,S1.E23,23,2501745,25,110,-70.359,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,135,1995.52,,26
89321,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,2170.23,S2.E1,1,2501743,23,75,-71.5947,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,98,2206.14,,26
89332,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,2843.49,S2.E12,12,2501744,22,11,-71.2384,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,33,2879.4,,26
89338,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,3357.22,S2.E18,18,2501744,24,83,-69.5494,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,107,3393.13,,26
89339,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,3487.51,S2.E19,19,2501744,25,64,-70.5671,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,89,3523.42,,26
89343,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,3770.98,S3.E4,4,2501742,24,13,-70.1691,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,37,3806.89,,26
89346,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,4017.86,S3.E7,7,2501742,24,13,-70.387,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,37,4053.77,,26
89348,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,4125.92,S3.E9,9,2501742,23,26,-70.937,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,49,4161.83,,26
89349,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,4228.2,S3.E10,10,2501744,24,17,-69.3026,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,41,4264.11,,26
89350,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,4320.85,S3.E11,11,2501744,23,35,-70.0814,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,58,4356.76,,26
89351,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,4395.02,S3.E12,12,2501744,22,11,-70.9856,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,33,4430.93,,26
89352,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,4468.08,S3.E13,13,2501744,23,36,-70.1315,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,59,4503.99,,26
89353,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,4557.35,S3.E14,14,2501744,23,41,-69.62,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,64,4593.26,,26
89356,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5085.66,S3.E17,17,2501744,24,13,-70.7689,,2000,[2000. 4000.  200.],25000,37,5121.57,,26
89357,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5218.84,S3.E18,18,2501744,26,110,-72.2707,,2000,[2000. 4000.  200.],25000,136,5254.75,,26
89358,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5346.88,S3.E19,19,2501744,25,13,-70.5942,,2000,[2000. 4000.  200.],25000,38,5382.79,,26
89359,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5568.59,S3.E20,20,2501744,27,108,-69.5086,,2000,[2000. 4000.  200.],25000,135,5604.5,,26
89360,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5663.52,S3.E21,21,2501744,24,83,-71.2598,,2000,[2000. 4000.  200.],25000,107,5699.43,,26
89361,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5752.66,S3.E22,22,2501744,25,69,-69.3422,,2000,[2000. 4000.  200.],25000,94,5788.57,,26
89362,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5845.08,S3.E23,23,2501744,23,28,-70.8784,,2000,[2000. 4000.  200.],25000,51,5880.99,,26
89363,Neocortex I.03Dec18,TeA,12/3/2018,2uM CCh + 2/3uM ML297,5904.82,S3.E24,24,2501743,23,87,-68.723,,2000,[2000. 4000.  200.],25000,110,5940.73,,26
89392,Neocortex F.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,501.85900000000004,S1.E5,5,2501742,25,75,-68.8463,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,100,533.309,,4
89393,Neocortex F.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,672.5,S1.E6,6,2501743,27,13,-69.9695,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,40,703.949,,4
89395,Neocortex F.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,875.961,S1.E8,8,2501743,27,11,-70.8197,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,38,907.41,,4
89396,Neocortex F.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,991.4730000000001,S1.E9,9,2501743,27,14,-70.2675,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,41,1022.92,,4
89404,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,748.1519999999999,S1.E7,7,2501743,31,125,-69.7032,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,156,1096.13,,10
89411,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,1325.73,S1.E14,14,2501745,30,89,-69.8774,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,119,1673.71,,10
89422,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,2289.05,S1.E25,25,2501745,33,47,-69.5968,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,80,2637.04,,10
89423,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,2496.2,S1.E26,26,2501745,33,59,-69.1582,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,92,2844.18,,10
89428,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,2857.09,S1.E31,31,2501745,31,46,-70.1699,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,77,3205.07,,10
89429,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,3003.5,S1.E32,32,2501744,34,91,-70.3478,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,125,3351.48,,10
89430,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,3130.27,S1.E33,33,2501745,32,42,-69.7641,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,74,3478.25,,10
89432,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,3412.56,S1.E35,35,2501744,33,22,-70.7287,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000]; TTL1: Puff 20800.0ms",2000,[2000. 4000.  200.],25000,55,3760.54,,10
89435,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,3670.55,S1.E38,38,2501744,33,72,-69.4989,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,105,4018.53,,10
89445,Neocortex G.04Dec18,TeA,12/4/2018,2uM CCh + 2/3uM ML297,4611.1,S1.E48,48,2501744,33,24,-70.6981,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,57,4959.08,,10
89527,Neocortex D.05Dec18,TeA,12/5/2018,2uM CCh + 2/3uM ML297,899.953,S1.E5,5,2501743,22,68,-69.2637,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,90,985.7230000000001,,23
89528,Neocortex D.05Dec18,TeA,12/5/2018,2uM CCh + 2/3uM ML297,1041.48,S1.E6,6,2501743,21,64,-70.8867,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,85,1127.25,,23
89541,Neocortex D.05Dec18,TeA,12/5/2018,2uM CCh + 2/3uM ML297,2187.11,S1.E20,20,2501744,21,46,-68.9643,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],25000,67,2272.88,,23
